date,Democrats,Republicans,Media,Public,Democratic_Supporters,Republican_Supporters,Random_Users
2013-10-26,0.172,0.005,0.004,0.001,0.009,0,0.003
2013-10-27,0.021,0.012,0.012,0.002,0.008,0.004,0.005
2013-10-28,0.252,0.004,0.011,0.001,0.024,0,0.001
2013-10-29,0.274,0.01,0,0.002,0.025,0,0.001
2013-10-30,0.241,0.001,0,0.005,0.016,0,0.001
2013-10-31,0.223,0.006,0.008,0.001,0.034,0.001,0.002
2013-11-01,0.223,0.025,0.004,0.003,0.008,0,0
2013-11-02,0.14,0.013,0.003,0.004,0.014,0,0
2013-11-03,0.12,0.004,0,0,0.004,0,0.002
2013-11-04,0.23,0.003,0,0.004,0.014,0,0
2013-11-05,0.219,0.003,0.004,0.01,0.019,0,0.001
2013-11-06,0.226,0,0,0.008,0.018,0,0.007
2013-11-07,0.201,0.006,0.002,0.003,0.035,0,0.003
2013-11-08,0.271,0.002,0.004,0,0.014,0.001,0.004
2013-11-09,0.116,0.006,0.001,0,0.004,0,0.013
2013-11-10,0.098,0.001,0,0.001,0.011,0,0.009
2013-11-11,0.096,0.002,0.001,0.001,0.009,0,0.005
2013-11-12,0.218,0.022,0.018,0,0.022,0.001,0.002
2013-11-13,0.209,0.005,0.007,0.011,0.028,0.001,0.008
2013-11-14,0.198,0.008,0.005,0.003,0.027,0,0.003
2013-11-15,0.233,0,0,0.003,0.018,0,0.003
2013-11-16,0.04,0.009,0.009,0.005,0.011,0.009,0.006
2013-11-17,0.082,0.008,0.015,0.007,0.01,0.002,0.002
2013-11-18,0.25,0.01,0,0.007,0.021,0.001,0.004
2013-11-19,0.204,0.019,0.002,0.007,0.028,0,0.001
2013-11-20,0.199,0.022,0.001,0.004,0.026,0,0.006
2013-11-21,0.226,0.001,0.011,0.011,0.033,0,0
2013-11-22,0.251,0.015,0,0,0.035,0,0
2013-11-23,0.145,0.002,0,0.002,0.02,0,0.004
2013-11-24,0.092,0.001,0,0.003,0.004,0.001,0.006
2013-11-25,0.186,0.002,0,0.001,0.018,0,0.001
2013-11-26,0.157,0.002,0.001,0,0.02,0,0.004
2013-11-27,0.139,0.002,0.014,0.001,0.01,0,0.007
2013-11-28,0.008,0.001,0.006,0,0.003,0.001,0.001
2013-11-29,0.094,0.006,0,0,0.007,0,0.004
2013-11-30,0.046,0.007,0.001,0.002,0.005,0,0.001
2013-12-01,0.017,0.005,0.002,0,0,0,0.007
2013-12-02,0.239,0.002,0,0.001,0.006,0.001,0.008
2013-12-03,0.18,0.013,0.001,0,0.02,0,0.002
2013-12-04,0.181,0,0,0.004,0.01,0,0
2013-12-05,0.212,0.003,0.003,0,0.006,0,0
2013-12-06,0.194,0.001,0.01,0,0.004,0,0.003
2013-12-07,0.052,0.001,0.001,0.001,0.008,0,0.007
2013-12-08,0.06,0.007,0,0,0.003,0,0.002
2013-12-09,0.226,0,0.003,0,0.01,0.001,0
2013-12-10,0.26,0.001,0.003,0.005,0.022,0,0.008
2013-12-11,0.205,0,0.005,0.001,0.015,0.001,0.001
2013-12-12,0.231,0.008,0,0.005,0.036,0,0.005
2013-12-13,0.218,0.037,0.001,0,0.014,0,0
2013-12-14,0.087,0.001,0.002,0.004,0.005,0,0.003
2013-12-15,0.048,0.003,0.035,0.003,0.014,0,0.007
2013-12-16,0.235,0.01,0.021,0.001,0.031,0.002,0.008
2013-12-17,0.235,0.001,0.001,0.002,0.034,0.002,0.003
2013-12-18,0.228,0.003,0.001,0,0.027,0,0.002
2013-12-19,0.22,0.006,0.033,0.005,0.022,0,0.001
2013-12-20,0.227,0.006,0,0.003,0.015,0,0.002
2013-12-21,0.114,0.005,0.003,0,0.019,0.002,0.002
2013-12-22,0.015,0.007,0.06,0.005,0.023,0.003,0.012
2013-12-23,0.127,0.001,0,0,0.006,0.001,0.005
2013-12-24,0.106,0.014,0.008,0.001,0.003,0,0.005
2013-12-25,0.012,0.001,0.007,0,0.001,0,0
2013-12-26,0.165,0.005,0.014,0.001,0.004,0,0
2013-12-27,0.15,0.002,0.001,0,0.011,0,0.005
2013-12-28,0.123,0.008,0.001,0,0.01,0,0.005
2013-12-29,0.034,0.004,0.002,0,0.007,0,0.006
2013-12-30,0.254,0.016,0.005,0.007,0.015,0.001,0.007
2013-12-31,0.159,0.003,0.027,0.001,0.01,0,0.001
2014-01-01,0.013,0.003,0.003,0.001,0,0,0.002
2014-01-02,0.187,0.001,0.002,0.001,0.009,0.001,0.001
2014-01-03,0.166,0.031,0,0,0.027,0.001,0.006
2014-01-04,0.138,0.007,0.002,0.002,0.004,0.001,0.003
2014-01-05,0.018,0.012,0,0,0.001,0.001,0
2014-01-06,0.217,0.003,0,0,0.014,0.001,0.003
2014-01-07,0.224,0.007,0.002,0,0.022,0,0.01
2014-01-08,0.222,0.004,0.006,0.003,0.017,0.001,0.002
2014-01-09,0.223,0.001,0.002,0.006,0.007,0.001,0.016
2014-01-10,0.219,0.002,0.002,0.003,0.02,0,0.013
2014-01-11,0.101,0.028,0.031,0.001,0.03,0.001,0.007
2014-01-12,0.142,0.038,0.008,0,0.019,0,0.009
2014-01-13,0.202,0.007,0.026,0,0.024,0.002,0.008
2014-01-14,0.241,0.003,0.001,0.003,0.043,0,0.001
2014-01-15,0.288,0.017,0.011,0.001,0.038,0.004,0.012
2014-01-16,0.199,0.019,0.004,0,0.052,0.001,0.009
2014-01-17,0.297,0.029,0.004,0.003,0.042,0,0.015
2014-01-18,0.256,0.001,0.004,0.005,0.022,0.001,0.008
2014-01-19,0.123,0.004,0.056,0,0.015,0,0.003
2014-01-20,0.085,0.002,0,0.001,0.008,0,0.006
2014-01-21,0.265,0.005,0,0,0.028,0.001,0.008
2014-01-22,0.269,0.001,0.007,0.014,0.038,0,0.011
2014-01-23,0.289,0.005,0,0.001,0.025,0,0.003
2014-01-24,0.25,0.009,0.002,0.001,0.029,0,0.005
2014-01-25,0.134,0.006,0.001,0,0.017,0,0.009
2014-01-26,0.154,0.001,0.009,0,0.019,0,0.004
2014-01-27,0.246,0.012,0.002,0.002,0.011,0.001,0.001
2014-01-28,0.205,0.005,0.002,0.001,0.018,0,0.006
2014-01-29,0.203,0,0.004,0.001,0.01,0,0.002
2014-01-30,0.218,0.007,0,0,0.021,0,0.001
2014-01-31,0.264,0.031,0.001,0.002,0.021,0,0.001
2014-02-01,0.165,0.008,0.002,0.001,0.017,0.001,0.004
2014-02-02,0.09,0.009,0.005,0.001,0.009,0,0.004
2014-02-03,0.259,0.002,0.009,0.008,0.021,0,0.009
2014-02-04,0.246,0.001,0.004,0.001,0.034,0,0.004
2014-02-05,0.308,0.003,0.005,0.012,0.036,0.001,0.005
2014-02-06,0.232,0.001,0.025,0.008,0.047,0.002,0.008
2014-02-07,0.236,0.018,0.004,0,0.023,0,0
2014-02-08,0.096,0.01,0.001,0,0.01,0,0.003
2014-02-09,0.15,0.009,0.01,0,0.017,0.001,0.002
2014-02-10,0.247,0.002,0.009,0.002,0.041,0.004,0.01
2014-02-11,0.275,0.004,0.008,0.004,0.031,0,0.004
2014-02-12,0.219,0.002,0,0.002,0.026,0,0.008
2014-02-13,0.192,0.003,0.064,0.001,0.027,0,0.001
2014-02-14,0.167,0.003,0.008,0,0.018,0,0
2014-02-15,0.037,0.003,0.021,0,0.008,0,0
2014-02-16,0.066,0.001,0.001,0,0.001,0,0.001
2014-02-17,0.085,0.002,0,0,0.016,0,0.004
2014-02-18,0.236,0.002,0.003,0,0.021,0,0.008
2014-02-19,0.197,0.003,0.011,0.001,0.023,0,0.005
2014-02-20,0.209,0.001,0.002,0,0.023,0,0.003
2014-02-21,0.213,0.023,0.001,0,0.01,0,0.006
2014-02-22,0.091,0.001,0.002,0,0.004,0,0.003
2014-02-23,0.103,0.001,0.004,0,0.008,0,0.002
2014-02-24,0.262,0.003,0.012,0.003,0.02,0,0.006
2014-02-25,0.282,0.007,0,0.005,0.028,0,0.011
2014-02-26,0.286,0.002,0.002,0.005,0.02,0,0.006
2014-02-27,0.235,0.001,0,0.007,0.012,0,0.004
2014-02-28,0.228,0.004,0.001,0.002,0.008,0,0.006
2014-03-01,0.138,0.008,0.002,0.003,0.009,0,0.005
2014-03-02,0.116,0.001,0,0,0.009,0.001,0.006
2014-03-03,0.177,0.003,0.005,0.008,0.017,0.003,0.008
2014-03-04,0.245,0,0,0.003,0.019,0,0.004
2014-03-05,0.25,0.001,0.005,0,0.021,0.001,0.007
2014-03-06,0.163,0.044,0.005,0.004,0.023,0,0.008
2014-03-07,0.229,0.005,0.001,0.001,0.02,0,0.003
2014-03-08,0.143,0.01,0.004,0.002,0.015,0,0.005
2014-03-09,0.074,0.004,0.003,0.001,0.01,0,0.007
2014-03-10,0.236,0.036,0.003,0.001,0.041,0,0.014
2014-03-11,0.282,0.002,0,0.008,0.06,0.001,0.013
